"id","female","anxdep1","anxdep2","anxdep3","anxdep4","lonely1","lonely2","lonely3","lonely4"
1338,1,3,3.25,3,3.75,3.75,3.5,3.5,3
1339,1,1.75,1.75,1.75,1.25,2,3.5,2.75,2.75
1340,1,1,2,3.5,1.5,1.75,2,2.5,2
1341,1,1.25,1,1,1,1,1.25,1.25,1.5
1342,1,2,1,1,2,2.75,1.5,2.25,3.5
1343,1,2,2.25,1.5,2,2.5,3,2,1.75
1344,1,1.25,1.5,1.75,1,2.75,2.25,2.25,2.25
1345,1,3.5,3.25,2.25,2.75,4.5,4.25,3.75,3.5
1346,1,1.25,2,3,3,1.5,2.25,3.5,3.25
1347,1,2.25,1.75,2,2.25,1.75,2.5,2.75,2.75
1348,1,2,2,2.25,1.25,2.5,2.25,2,2
1349,1,1.5,2.25,2,2,1,1.25,1.5,2.25
1350,1,1.75,3,3,3,1,2.25,2.25,2.25
1351,1,1.75,1,1,1.25,1.5,1.25,1.5,2.75
1352,1,1.75,2.5,2,2.5,2,2,2.5,3
1353,1,1.25,1.5,2,1.75,1,1.75,2.25,2
1354,1,1.75,1.25,1,2,2.25,3.25,2.5,3.25
1355,1,3,2.25,1,1.25,2.25,2.5,1.5,2
1356,1,1.25,1.75,2.25,2.25,1.25,2,2,1.5
1357,1,1.5,2,2.25,2.75,1.75,2.25,2.75,3
1358,1,1.5,1.75,1.25,2,2.5,2,2.5,2.5
1359,1,2.5,3,2.25,2.75,2.5,2.75,2.75,3.5
1360,1,1.5,3.25,4,3.25,1.25,2.75,3,3.25
1361,1,2.25,2.75,2.75,2,3.5,2.75,2.75,2.75
1362,1,1.75,2.5,2,2.25,3.75,3.75,3,2.75
1363,1,3,3.5,3.25,2,2.5,2.5,3.5,3.25
1364,1,2.5,2.25,2.5,2.25,2,2.25,1.5,2.5
1365,1,2.25,2.25,3.25,2.5,2.25,1.25,2,3
1366,1,2,2,2.25,2.25,2,1.75,2.75,2.25
1367,1,3.75,2.75,2.25,2,3.25,2.5,2.75,3
1368,1,3,3.25,2,1.75,2.5,3.5,2.75,2.75
1369,1,2,2,1.75,2.5,2.25,2.75,2.5,2
1370,1,1,1,1.25,1.25,1,1.75,1,1.75
1371,1,2.25,2.75,2.25,2.5,2,3,2.75,2
1372,1,2.5,2.75,2.75,3,2.75,2.5,2.25,2.5
1373,1,1,1,1,2,1.5,1.75,1.25,1.25
1374,1,1.75,1.75,1.75,2.5,3.25,3.25,3,3.25
1375,1,2.25,2.5,2.25,2.25,2.25,1.75,2.5,1.25
1376,1,1,2.5,2.25,1.75,2,1.5,2.25,2.5
1377,1,2.75,2.25,3,1.75,2.5,2.5,3,2.75
1378,1,1.75,2.75,3,2.75,1.75,2.25,2.75,2.75
1379,1,2.75,2.5,2,2,2.25,2,2,1.5
1380,1,2.25,2.75,2.5,3,2.5,2.75,2.5,4
1381,1,1,1.5,1.25,1,1.5,1.5,1.5,1.75
1382,1,2,2,2.25,1.75,2.5,1.5,2.25,2.5
1383,1,1,1.75,2,3,1.25,2.5,2.5,3.25
1384,1,4,2.75,3,2.75,3,3,2.75,2
1385,1,3,2,2.25,3.25,3.25,2.25,3.25,3.75
1386,1,3,2.75,2.75,3.25,3.25,2.5,3,3
1387,1,1,1.75,1.5,2.25,1.5,1.5,2,2
1388,1,3.25,3.25,2.75,3,3.5,3.75,3.75,3.25
1389,1,2.25,2.25,3.25,3.25,2.75,2.25,2.75,2
1390,1,2,1.5,2.25,3,1.75,2.5,2.25,2.25
1391,1,2,2,2.75,2.75,1.5,2,2.25,2
1392,1,1,1.25,1.5,1.25,1,1,1,1.25
1393,1,2.75,1,1.25,1,2.5,1.75,1.75,1.75
1394,1,2,2,3,3,2.25,3,2.25,2.25
1395,1,2.5,1,1,1.25,2,1,1.25,1
1396,1,2.5,3,2.5,3.25,2,2.5,2,2.5
1397,1,2.25,2,2.5,3,2.75,3,2.75,2.5
1398,1,2.5,1.75,2,1.75,2.75,1.75,2,1.75
1399,1,2.5,3.5,3,2.5,3.5,3.25,2.75,3.25
1400,1,2.5,3.25,3.25,2.5,3.5,3.25,3.25,2.75
1401,1,1.75,2.5,3.25,2.25,2.5,3,3,3.25
1402,1,1.75,1.75,2.75,2.25,2.25,3,3.5,2.25
1403,1,3.75,4.5,4,3.5,3.5,3.25,3.75,3.5
1404,1,1.75,1.75,3,2.5,1.25,1.5,1.75,2
1405,1,3.5,3.75,3.25,2.75,2.5,4,3.5,3.25
1406,1,2.5,3.25,3,2.5,2.75,2.5,1.75,2.75
1407,1,1.25,2.25,2.75,2.25,1.5,1.25,1.75,1.5
1408,1,1.75,1.5,2.5,3,2.75,2.75,3,1.75
1409,1,3.5,4,2.25,3.25,3,3,2.75,2.5
1410,1,1,2.25,3,3,1,3,4,3.25
1411,1,1.5,2.75,1.75,2.5,3,3.25,2.5,2.5
1412,1,2.25,2.75,2,2.75,2.25,2.25,1.5,2.5
1413,1,4.25,3.5,3.25,3.25,3,4.25,3.5,3
1414,1,1,1,1,1.5,1.75,1.5,1.75,1.5
1415,1,2.5,3.25,2.75,2.75,3.25,3.5,3.5,4.75
1416,1,2,2.75,1.75,1.5,2.25,1.75,1.75,1.5
1417,1,2.25,3,4.25,2.75,2,1.5,2.75,2.5
1418,1,1.75,1.25,2,2.75,2,1,1.75,3
1419,1,2.25,1.75,2,1.5,2.75,2.25,2.75,2.75
1420,1,3,3,3.75,2.75,3,3.75,4,3.25
1421,1,2.75,3.25,3,3.25,2.5,3.25,3.25,3
1422,1,2.25,1.75,1.25,1,3.5,2,1.75,1.5
1423,1,2.25,3,2.75,2.5,3.25,3,3.25,3.25
1424,1,1.75,2,2,3,1.75,2.75,3,2.75
1425,1,2,2,2.25,2.5,1.75,2,2.25,2.25
1426,1,1.5,1,1.75,2,1.5,1,1,2
1427,1,2.25,2.5,3.5,3,3.75,3.75,4.75,3
1428,1,3,2.75,2.75,2.75,2.75,2.5,3,2.25
1429,1,2.5,2.5,2.25,2,2.25,2,2,2.75
1430,1,1,1,1.25,1.25,1,1.75,1.25,1.25
1431,1,3,3.25,3.25,3,2.5,2.5,2.25,1.75
1432,1,2.25,1.5,1.75,1.75,2.5,2.25,1.75,2.75
1433,1,3.5,2.5,2.5,2.75,2.25,1.5,1.5,1
1434,1,2.75,3.5,3.5,2.75,3,2.5,3.25,2.5
1435,1,1.25,1.75,2,2.25,2.5,2.25,3,2
1436,1,2,1.5,1.25,2,1.75,1,1.5,2
1437,1,1,1.5,1.5,2.5,1.5,1,2,2.25
1438,1,1.5,1,1.75,1.25,2,2.25,2.25,2
1439,1,3.25,2.5,2.75,3.5,3.5,2,2,3
1440,1,2.25,2.5,2,2.5,3,2.75,2.5,3
1441,1,2,1.25,2.75,2.25,2.25,2.75,2.75,3.25
1442,1,1.5,2.5,3.25,3.25,1.25,2,2.5,2.5
1443,1,1.5,3.25,1.75,2.5,2,2.25,1.5,2.25
1444,1,2,1.25,2.25,2,1.75,2.5,2.75,2
1445,1,2.5,3.25,3,2.5,1.5,3.25,2.75,1.25
1446,1,1,1,1.25,2,1.5,1.75,1.75,2.25
1447,1,2,2.25,2.75,3,1.75,2.75,3,3
1448,1,1,1,1,1,1.75,1,1.25,1.25
1449,1,2.25,1.75,1,1.25,2.25,2.25,2.75,3
1450,1,2.25,3,3,3,2.75,2.75,2.25,2
1451,1,1,1.75,1.5,1,1,2,1,1.25
1452,1,3,3,3.5,3.75,2.5,2.75,3.25,3.5
1453,1,2.5,4.75,4.25,4.25,2.5,4.25,4.5,3.75
1454,1,2.5,1.75,2,2,1.5,2,2.25,2
1455,1,1.5,3,2.5,3,2,2.75,2,2
1456,1,3.25,3.5,2.75,3.25,3,2.5,3.5,2.75
1457,1,1.25,2,1.75,1.75,1.25,1,1,1.75
1458,1,1,1,2,2.25,2.25,2.25,2.25,2.75
1459,1,1.5,2.75,2.5,2.5,1.75,2.5,2.25,1.75
1460,1,1,1.75,1.25,1,1.25,1.75,1.25,1
1461,1,1,1,2.5,2.25,1,1,1.5,2
1462,1,2.5,2.75,2.25,2.25,2.5,2.75,2.5,2.75
1463,1,1.25,3.5,2.25,2.25,2.25,2.75,2.25,2.25
1464,1,2,2.5,2,2.5,2.25,2,2.25,2.75
1465,1,2.75,3.25,2.5,2.75,3.75,4.25,3.25,3.5
1466,1,1,2,3,2.25,2.25,2,2.5,3.75
1467,1,2.25,2,2.75,2.5,1.75,1,2.5,2.75
1468,1,1,2,2.25,2.5,1.25,2.25,2.5,2
1469,1,2.5,2.5,1.5,2.25,2,2.5,2,2
1470,1,3,2,2.5,3.75,2.5,1.75,3.25,3
1471,1,2.75,2.5,2.25,3.75,4.25,3,3.5,3.75
1472,1,1.75,2.25,2.75,3,2,2.75,2,2.5
1473,1,2.5,2.75,2.5,2.75,2.5,2.25,3,3.5
1474,1,1.75,1.75,2.5,2,1.5,2.5,2.75,3.75
1475,1,1.25,2.25,1.5,3,2,2.25,2,2.75
1476,1,2,1.75,1.5,2.25,2.75,2.75,2.75,1.75
1477,1,1.5,2.75,2.5,2,2,2.5,2.75,2.5
1478,1,1,1,1.75,1.5,1,1,1,1.75
1479,1,1.25,1.75,2,2,1.75,1.75,1.75,1.75
1480,1,2.5,2.25,3.25,2,2.5,2.75,2.75,2.5
1481,1,2.5,1.5,1,1.5,1.75,3,2,1
1482,1,1.75,2.25,1.5,2,2.25,2.75,1.25,2.75
1483,1,2.25,2.5,2.25,2.25,2,2.5,1.5,2.5
1484,1,3.5,3.25,3,4.25,3.75,3.5,3,4
1485,1,3,3,2.75,2.75,3.5,2.75,3,2.5
1486,1,1.5,1.25,2.25,1.75,1.25,1.5,1.75,2.75
1487,1,3,2.75,2.25,3,2.25,1.75,2,2.25
1488,1,1.75,2,1.5,1.25,3,2,2.5,2.75
1489,1,3.5,3.5,2,3,4.5,4,2.5,3.5
1490,1,2.5,1.75,1.5,1.75,2.75,2,2.25,2
1491,1,3,3.25,3,4,1.25,2,2.75,2.5
1492,1,1.5,2,1.75,3,1.25,1.5,1.25,1.25
1493,1,2.25,2.75,2.75,2.75,1.75,1.5,1.75,2.75
1494,1,3.25,2.25,2.75,2.75,2,2.25,2.25,1.75
1495,1,2.75,3,2.25,2.5,2.5,2.75,2.75,1.75
1496,1,2.25,2.25,2.5,2.75,2,2.25,2,1.5
1497,1,1,1.75,2,2.75,1,2.25,2.25,3
1498,1,1.75,2.25,2.5,2.5,1.25,2.25,2.75,2
1499,1,3.25,4,2.75,1.75,2.25,2.5,2,1.5
1500,1,3.25,1.75,1.5,2.5,2.5,1.25,2,2.75
1501,1,1.75,1.5,1.5,1.75,2.25,2.25,1.5,2.5
1502,1,1.25,1.75,2.5,2.25,1.75,2.25,2.75,2.5
1503,1,1.25,2,2.5,2.75,2.25,3.5,2.75,3.25
1504,1,2.5,3.25,1.75,2.5,2.75,2.75,2.5,2.5
1505,1,1,1,2.25,2.5,1,1.25,2.25,2.75
1506,1,1,2,1.75,2,1.75,1.75,1.75,1.75
1507,1,3.25,3.25,2.5,2,2.25,2,1.5,1.75
1508,1,1.75,3,1.25,1.5,2.25,3,1.75,2
